ko04621	AMEX60DD012519
ko04740	AMEX60DD012537
ko04137	AMEX60DD012545
ko04139	AMEX60DD012545
ko04514	AMEX60DD012547
ko04530	AMEX60DD012547
ko04670	AMEX60DD012547
ko05160	AMEX60DD012547
ko04141	AMEX60DD012548
ko05164	AMEX60DD012548
ko01524	AMEX60DD012591
ko04064	AMEX60DD012591
ko04120	AMEX60DD012591
ko04210	AMEX60DD012591
ko04214	AMEX60DD012591
ko04215	AMEX60DD012591
ko04217	AMEX60DD012591
ko04510	AMEX60DD012591
ko04621	AMEX60DD012591
ko04624	AMEX60DD012591
ko04668	AMEX60DD012591
ko05145	AMEX60DD012591
ko05166	AMEX60DD012591
ko05200	AMEX60DD012591
ko05222	AMEX60DD012591
ko00010	AMEX60DD012631
ko00680	AMEX60DD012631
ko01100	AMEX60DD012631
ko01110	AMEX60DD012631
ko01120	AMEX60DD012631
ko01130	AMEX60DD012631
ko01200	AMEX60DD012631
ko01230	AMEX60DD012631
ko03018	AMEX60DD012631
ko04066	AMEX60DD012631
ko04013	AMEX60DD012633
ko04015	AMEX60DD012633
ko04810	AMEX60DD012633
ko05131	AMEX60DD012633
ko05132	AMEX60DD012633
ko04512	AMEX60DD012641
ko04611	AMEX60DD012641
ko04640	AMEX60DD012641
ko04080	AMEX60DD012642
ko01521	AMEX60DD012643
ko03013	AMEX60DD012643
ko04066	AMEX60DD012643
ko04150	AMEX60DD012643
ko04151	AMEX60DD012643
ko04211	AMEX60DD012643
ko04910	AMEX60DD012643
ko00062	AMEX60DD012648
ko00140	AMEX60DD012648
ko01040	AMEX60DD012648
ko01100	AMEX60DD012648
ko01110	AMEX60DD012648
ko01212	AMEX60DD012648
ko04010	AMEX60DD012649
ko04013	AMEX60DD012649
ko00564	AMEX60DD012651
ko00565	AMEX60DD012651
ko01100	AMEX60DD012651
ko01110	AMEX60DD012651
ko04014	AMEX60DD012651
ko04024	AMEX60DD012651
ko04071	AMEX60DD012651
ko04072	AMEX60DD012651
ko04144	AMEX60DD012651
ko04666	AMEX60DD012651
ko04724	AMEX60DD012651
ko04912	AMEX60DD012651
ko05231	AMEX60DD012651
ko03050	AMEX60DD012670
ko04080	AMEX60DD012680
ko04972	AMEX60DD012680
ko04974	AMEX60DD012680
ko05164	AMEX60DD012680
ko00512	AMEX60DD012687
ko00533	AMEX60DD012687
ko00601	AMEX60DD012687
ko01100	AMEX60DD012687
ko00512	AMEX60DD012693
ko00533	AMEX60DD012693
ko00601	AMEX60DD012693
ko01100	AMEX60DD012693
ko00512	AMEX60DD012696
ko00533	AMEX60DD012696
ko00601	AMEX60DD012696
ko01100	AMEX60DD012696
ko03030	AMEX60DD012697
ko00512	AMEX60DD012701
ko00533	AMEX60DD012701
ko00601	AMEX60DD012701
ko01100	AMEX60DD012701
ko00512	AMEX60DD012703
ko00533	AMEX60DD012703
ko00601	AMEX60DD012703
ko01100	AMEX60DD012703
ko00512	AMEX60DD012712
ko00533	AMEX60DD012712
ko00601	AMEX60DD012712
ko01100	AMEX60DD012712
ko00512	AMEX60DD012715
ko00533	AMEX60DD012715
ko00601	AMEX60DD012715
ko01100	AMEX60DD012715
ko04360	AMEX60DD012724
ko04022	AMEX60DD012731
ko05418	AMEX60DD012731
ko03013	AMEX60DD012738
ko04142	AMEX60DD012740
ko04514	AMEX60DD012742
ko04080	AMEX60DD012755
ko00330	AMEX60DD012757
ko01100	AMEX60DD012757
ko04216	AMEX60DD012757
ko00330	AMEX60DD012758
ko01100	AMEX60DD012758
ko04216	AMEX60DD012758
ko00330	AMEX60DD012769
ko01100	AMEX60DD012769
ko04216	AMEX60DD012769
ko03013	AMEX60DD012771
ko04390	AMEX60DD012772
ko04550	AMEX60DD012772
ko00190	AMEX60DD012801
ko01100	AMEX60DD012801
ko04714	AMEX60DD012801
ko04918	AMEX60DD012802
ko04918	AMEX60DD012804
ko04011	AMEX60DD012809
ko04014	AMEX60DD012809
ko04062	AMEX60DD012809
ko04151	AMEX60DD012809
ko04371	AMEX60DD012809
ko04713	AMEX60DD012809
ko04723	AMEX60DD012809
ko04724	AMEX60DD012809
ko04725	AMEX60DD012809
ko04726	AMEX60DD012809
ko04727	AMEX60DD012809
ko04728	AMEX60DD012809
ko04740	AMEX60DD012809
ko04744	AMEX60DD012809
ko04926	AMEX60DD012809
ko05032	AMEX60DD012809
ko05034	AMEX60DD012809
ko05167	AMEX60DD012809
ko05200	AMEX60DD012809
ko04714	AMEX60DD012811
ko05225	AMEX60DD012811
ko00562	AMEX60DD012819
ko01521	AMEX60DD012819
ko01522	AMEX60DD012819
ko01524	AMEX60DD012819
ko04012	AMEX60DD012819
ko04014	AMEX60DD012819
ko04015	AMEX60DD012819
ko04024	AMEX60DD012819
ko04062	AMEX60DD012819
ko04066	AMEX60DD012819
ko04068	AMEX60DD012819
ko04070	AMEX60DD012819
ko04071	AMEX60DD012819
ko04072	AMEX60DD012819
ko04140	AMEX60DD012819
ko04150	AMEX60DD012819
ko04151	AMEX60DD012819
ko04152	AMEX60DD012819
ko04210	AMEX60DD012819
ko04211	AMEX60DD012819
ko04212	AMEX60DD012819
ko04213	AMEX60DD012819
ko04218	AMEX60DD012819
ko04360	AMEX60DD012819
ko04370	AMEX60DD012819
ko04380	AMEX60DD012819
ko04510	AMEX60DD012819
ko04550	AMEX60DD012819
ko04611	AMEX60DD012819
ko04620	AMEX60DD012819
ko04630	AMEX60DD012819
ko04650	AMEX60DD012819
ko04660	AMEX60DD012819
ko04662	AMEX60DD012819
ko04664	AMEX60DD012819
ko04666	AMEX60DD012819
ko04668	AMEX60DD012819
ko04670	AMEX60DD012819
ko04722	AMEX60DD012819
ko04725	AMEX60DD012819
ko04750	AMEX60DD012819
ko04810	AMEX60DD012819
ko04910	AMEX60DD012819
ko04914	AMEX60DD012819
ko04915	AMEX60DD012819
ko04917	AMEX60DD012819
ko04919	AMEX60DD012819
ko04923	AMEX60DD012819
ko04926	AMEX60DD012819
ko04930	AMEX60DD012819
ko04931	AMEX60DD012819
ko04932	AMEX60DD012819
ko04933	AMEX60DD012819
ko04960	AMEX60DD012819
ko04973	AMEX60DD012819
ko05100	AMEX60DD012819
ko05142	AMEX60DD012819
ko05146	AMEX60DD012819
ko05160	AMEX60DD012819
ko05161	AMEX60DD012819
ko05162	AMEX60DD012819
ko05164	AMEX60DD012819
ko05165	AMEX60DD012819
ko05166	AMEX60DD012819
ko05167	AMEX60DD012819
ko05169	AMEX60DD012819
ko05200	AMEX60DD012819
ko05203	AMEX60DD012819
ko05205	AMEX60DD012819
ko05210	AMEX60DD012819
ko05211	AMEX60DD012819
ko05212	AMEX60DD012819
ko05213	AMEX60DD012819
ko05214	AMEX60DD012819
ko05215	AMEX60DD012819
ko05218	AMEX60DD012819
ko05220	AMEX60DD012819
ko05221	AMEX60DD012819
ko05222	AMEX60DD012819
ko05223	AMEX60DD012819
ko05224	AMEX60DD012819
ko05225	AMEX60DD012819
ko05226	AMEX60DD012819
ko05230	AMEX60DD012819
ko05231	AMEX60DD012819
ko05418	AMEX60DD012819
ko03030	AMEX60DD012824
ko05164	AMEX60DD012846
ko04022	AMEX60DD012853
ko04068	AMEX60DD012853
ko04140	AMEX60DD012853
ko04150	AMEX60DD012853
ko04151	AMEX60DD012853
ko04152	AMEX60DD012853
ko04211	AMEX60DD012853
ko04212	AMEX60DD012853
ko04213	AMEX60DD012853
ko04722	AMEX60DD012853
ko04910	AMEX60DD012853
ko04920	AMEX60DD012853
ko04923	AMEX60DD012853
ko04930	AMEX60DD012853
ko04931	AMEX60DD012853
ko04932	AMEX60DD012853
ko04960	AMEX60DD012853
ko05206	AMEX60DD012853
ko03460	AMEX60DD012866
ko04330	AMEX60DD012866
ko04950	AMEX60DD012866
ko05165	AMEX60DD012866
ko05200	AMEX60DD012866
ko05224	AMEX60DD012866
ko00601	AMEX60DD012874
ko00603	AMEX60DD012874
ko00604	AMEX60DD012874
ko01100	AMEX60DD012874
ko00601	AMEX60DD012876
ko00603	AMEX60DD012876
ko00604	AMEX60DD012876
ko01100	AMEX60DD012876
ko00230	AMEX60DD012878
ko00240	AMEX60DD012878
ko01100	AMEX60DD012878
ko03020	AMEX60DD012878
ko05016	AMEX60DD012878
ko05168	AMEX60DD012878
ko05169	AMEX60DD012878
ko04022	AMEX60DD012899
ko04024	AMEX60DD012899
ko04260	AMEX60DD012899
ko04261	AMEX60DD012899
ko04911	AMEX60DD012899
ko04918	AMEX60DD012899
ko04919	AMEX60DD012899
ko04925	AMEX60DD012899
ko04960	AMEX60DD012899
ko04961	AMEX60DD012899
ko04964	AMEX60DD012899
ko04970	AMEX60DD012899
ko04971	AMEX60DD012899
ko04972	AMEX60DD012899
ko04973	AMEX60DD012899
ko04974	AMEX60DD012899
ko04976	AMEX60DD012899
ko04978	AMEX60DD012899
ko04145	AMEX60DD012902
ko05152	AMEX60DD012902
ko01522	AMEX60DD012903
ko01524	AMEX60DD012903
ko04010	AMEX60DD012903
ko04071	AMEX60DD012903
ko04110	AMEX60DD012903
ko04115	AMEX60DD012903
ko04137	AMEX60DD012903
ko04151	AMEX60DD012903
ko04210	AMEX60DD012903
ko04211	AMEX60DD012903
ko04216	AMEX60DD012903
ko04218	AMEX60DD012903
ko04310	AMEX60DD012903
ko04390	AMEX60DD012903
ko04722	AMEX60DD012903
ko04919	AMEX60DD012903
ko05014	AMEX60DD012903
ko05016	AMEX60DD012903
ko05160	AMEX60DD012903
ko05161	AMEX60DD012903
ko05162	AMEX60DD012903
ko05165	AMEX60DD012903
ko05166	AMEX60DD012903
ko05167	AMEX60DD012903
ko05168	AMEX60DD012903
ko05169	AMEX60DD012903
ko05200	AMEX60DD012903
ko05202	AMEX60DD012903
ko05203	AMEX60DD012903
ko05205	AMEX60DD012903
ko05206	AMEX60DD012903
ko05210	AMEX60DD012903
ko05212	AMEX60DD012903
ko05213	AMEX60DD012903
ko05214	AMEX60DD012903
ko05215	AMEX60DD012903
ko05216	AMEX60DD012903
ko05217	AMEX60DD012903
ko05218	AMEX60DD012903
ko05219	AMEX60DD012903
ko05220	AMEX60DD012903
ko05222	AMEX60DD012903
ko05223	AMEX60DD012903
ko05224	AMEX60DD012903
ko05225	AMEX60DD012903
ko05226	AMEX60DD012903
ko05230	AMEX60DD012903
ko05418	AMEX60DD012903
ko04391	AMEX60DD012905
ko04621	AMEX60DD012905
ko04068	AMEX60DD012906
ko05202	AMEX60DD012906
ko04144	AMEX60DD012921
ko05166	AMEX60DD012937
ko04530	AMEX60DD012940
ko04066	AMEX60DD012941
ko04068	AMEX60DD012941
ko04152	AMEX60DD012941
ko04910	AMEX60DD012941
ko04911	AMEX60DD012941
ko04919	AMEX60DD012941
ko04920	AMEX60DD012941
ko04922	AMEX60DD012941
ko04930	AMEX60DD012941
ko04931	AMEX60DD012941
ko04976	AMEX60DD012941
ko05166	AMEX60DD012941
ko05200	AMEX60DD012941
ko05211	AMEX60DD012941
